what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353000005056
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000005872
error,log,,,"Exception occurred in listener of Java element change notification",1353000005873
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000006719
error,log,,,"Exception occurred in listener of Java element change notification",1353000006720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353000006780
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000007392
error,log,,,"Exception occurred in listener of Java element change notification",1353000007392
error,log,,,"Internal Error",1353000009233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353000027193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353000030364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353000031960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353000036308
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1353000044509
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000045368
error,log,,,"Exception occurred in listener of Java element change notification",1353000045369
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000046904
error,log,,,"Exception occurred in listener of Java element change notification",1353000046905
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000051323
error,log,,,"Exception occurred in listener of Java element change notification",1353000051324
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000051920
error,log,,,"Exception occurred in listener of Java element change notification",1353000051920
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000053442
error,log,,,"Exception occurred in listener of Java element change notification",1353000053442
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000054462
error,log,,,"Exception occurred in listener of Java element change notification",1353000054462
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000055165
error,log,,,"Exception occurred in listener of Java element change notification",1353000055166
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000056944
error,log,,,"Exception occurred in listener of Java element change notification",1353000056944
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000058252
error,log,,,"Exception occurred in listener of Java element change notification",1353000058252
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000062198
error,log,,,"Exception occurred in listener of Java element change notification",1353000062200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353000062274
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000062982
error,log,,,"Exception occurred in listener of Java element change notification",1353000062983
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000068839
error,log,,,"Exception occurred in listener of Java element change notification",1353000068840
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000069878
error,log,,,"Exception occurred in listener of Java element change notification",1353000069879
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000072927
error,log,,,"Exception occurred in listener of Java element change notification",1353000072928
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000074504
error,log,,,"Exception occurred in listener of Java element change notification",1353000074504
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000076025
error,log,,,"Exception occurred in listener of Java element change notification",1353000076025
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000086845
error,log,,,"Exception occurred in listener of Java element change notification",1353000086846
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000087546
error,log,,,"Exception occurred in listener of Java element change notification",1353000087548
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000089819
error,log,,,"Exception occurred in listener of Java element change notification",1353000089820
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000090569
error,log,,,"Exception occurred in listener of Java element change notification",1353000090569
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000092230
error,log,,,"Exception occurred in listener of Java element change notification",1353000092230
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000093090
error,log,,,"Exception occurred in listener of Java element change notification",1353000093090
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000096114
error,log,,,"Exception occurred in listener of Java element change notification",1353000096114
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000097407
error,log,,,"Exception occurred in listener of Java element change notification",1353000097408
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000098124
error,log,,,"Exception occurred in listener of Java element change notification",1353000098125
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000099149
error,log,,,"Exception occurred in listener of Java element change notification",1353000099150
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1353000099733
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1353000100233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353000100457
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000101050
error,log,,,"Exception occurred in listener of Java element change notification",1353000101051
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1353000101097
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1353000101429
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000101669
error,log,,,"Exception occurred in listener of Java element change notification",1353000101669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353000101761
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000102316
error,log,,,"Exception occurred in listener of Java element change notification",1353000102317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353000102326
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000103178
error,log,,,"Exception occurred in listener of Java element change notification",1353000103178
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353000116469
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1353000150936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353000151086
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353000161317
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1353000162210
error,log,,,"Exception occurred in listener of Java element change notification",1353000162210
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353000163855
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353000164404
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353000167151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353000170909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353000174420
