what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1352917094514
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1352917094553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352917095804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352917105387
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1352917107185
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1352917108982
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1352917109030
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1352917109030
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1352917117867
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1352917120981
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1352917140150
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1352917152134
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1352917152187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352917153392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352917175252
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1352917176357
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1352917176357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1352917176362
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1352917178170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920620527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920620653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920633709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920634722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920635424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920636700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920637023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920637834
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1352920639834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920644231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920646069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920648608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920649438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352920651526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352920657448
